Record Length,2500,Points,0.0,0.0,
Sample Interval,39.99999911E-3,s,39.99999911E-3,79.999998212E-3,
Trigger Point,0.0,Samples,79.999998212E-3,0.0,
,,,119.9999973E-3,0.0,
,,,159.99999642E-3,0.0,
,,,199.99998808E-3,79.999998212E-3,
Source,CH3,,239.99999464E-3,0.0,
Vertical Units,Volts,,280.00000119E-3,0.0,
Vertical Scale,2.0000000,,319.99999285E-3,0.0,
Vertical Offset,0,,359.99998450E-3,0.0,
Horizontal Units,s,,399.99997616E-3,79.999998212E-3,
Horizontal Scale,9.999999776,,439.999997616E-3,79.999998212E-3,
Pt Fmt,Y,,479.999989271E-3,0.0,
Yzero,-3.04000000,,519.999980927E-3,79.999998212E-3,
Probe Atten,1.000000,,560.000002384E-3,0.0,
,,,599.999964237E-3,0.0,
Note,TDS 2004B - 2:58:23 PM   11/17/2017,,639.999985695E-3,0.0,
,,,680.000007153E-3,0.0,
,,,719.999969006E-3,0.0,
,,,759.999990463E-3,0.0,
,,,799.999952316E-3,0.0,
,,,839.999973774E-3,79.999998212E-3,
,,,879.999995232E-3,0.0,
,,,919.999957085E-3,79.999998212E-3,
,,,959.999978542E-3,79.999998212E-3,
,,,1.000000,79.999998212E-3,
,,,1.0400000,79.999998212E-3,
,,,1.0799999,79.999998212E-3,
,,,1.1200000,79.999998212E-3,
,,,1.1600000,0.0,
,,,1.1999999,79.999998212E-3,
,,,1.2400000,79.999998212E-3,
,,,1.2800000,0.0,
,,,1.3199999,0.0,
,,,1.3600000,0.0,
,,,1.4000000,0.0,
,,,1.4399999,0.0,
,,,1.4800000,0.0,
,,,1.5200000,79.999998212E-3,
,,,1.5599999,0.0,
,,,1.5999999,79.999998212E-3,
,,,1.6400000,79.999998212E-3,
,,,1.6799999,0.0,
,,,1.7199999,79.999998212E-3,
,,,1.7600000,0.0,
,,,1.8000000,0.0,
,,,1.8399999,0.0,
,,,1.8800000,0.0,
,,,1.9200000,79.999998212E-3,
,,,1.9599999,0.0,
,,,2.0000000,0.0,
,,,2.0400000,0.0,
,,,2.0799999,0.0,
,,,2.1199999,0.0,
,,,2.1599998,0.0,
,,,2.2000000,0.0,
,,,2.2400000,79.999998212E-3,
,,,2.2800000,79.999998212E-3,
,,,2.3199999,0.0,
,,,2.3599999,79.999998212E-3,
,,,2.3999999,0.0,
,,,2.4400001,79.999998212E-3,
,,,2.4800000,79.999998212E-3,
,,,2.5200000,79.999998212E-3,
,,,2.5599999,0.0,
,,,2.5999999,79.999998212E-3,
,,,2.6399999,0.0,
,,,2.6799998,0.0,
,,,2.72000003,79.999998212E-3,
,,,2.75999999,0.0,
,,,2.79999995,79.999998212E-3,
,,,2.83999991,0.0,
,,,2.87999988,0.0,
,,,2.91999984,0.0,
,,,2.96000004,79.999998212E-3,
,,,3.00000000,0.0,
